season,age,seasontype,team_id,team_alias,team_alias_all,player_id,player_name,pos_text,gp,roster_games,start,mp,rookie_year,inches,weight,mpg,off,def,tot,ewins,usg,tspct,efg,fgpct_rim,fgpct_mid,fg2pct,fg3pct,ftpct,orbpct,drbpct,astpct,topct,stlpct,blkpct,fga_rim_75,fga_mid_75,fg3a_75,fta_75,fga_75
2026,25,2,1610612759,"SAS","SAS",1630170,"Devin Vassell","SG",59,74,57,1796.29,2020,77,200,30.4407,1.63277,0.111045,1.74382,5.79701,0.178738,0.589185,0.555224,0.557143,0.502326,0.515789,0.38961,0.811966,0.0209258,0.111816,0.107456,0.069281,0.0135207,0.0108491,1.39294,4.27832,7.66118,2.3282,13.3324
2026,23,2,1610612749,"MIL","MIL",1631157,"Ryan Rollins","PG",71,74,64,2275.85,2022,75,180,32.0423,0.602058,0.209505,0.811563,5.79395,0.238214,0.579023,0.558104,0.605839,0.431159,0.518182,0.406032,0.786207,0.0260913,0.132075,0.264352,0.156704,0.0227224,0.0129926,4.41745,4.4497,6.94862,2.3377,15.8158
2026,27,2,1610612739,"CLE","CLE",1628386,"Jarrett Allen","C",52,74,52,1422.65,2017,81,243,27.3462,1.59952,1.42695,3.02647,5.72646,0.193548,0.661642,0.64053,0.745033,0.49162,0.650728,0.1,0.721973,0.110294,0.232576,0.0954724,0.103604,0.0167336,0.0285352,7.55252,4.47649,0.250083,5.57686,12.2791
2026,26,2,1610612753,"ORL","ORL",1628976,"Wendell Carter Jr.","C",70,74,70,2072.82,2018,82,270,29.6,-0.0756504,1.177,1.10135,5.67826,0.15438,0.61194,0.568458,0.729958,0.417323,0.620879,0.319249,0.792271,0.079564,0.20279,0.0984952,0.113757,0.01299,0.0186441,4.11268,2.20384,3.69621,3.59209,10.0127
2026,31,2,1610612754,"IND","IND",1627783,"Pascal Siakam","PF",60,75,60,2001.57,2016,80,245,33.35,1.26734,-0.131545,1.1358,5.60386,0.294338,0.559077,0.52509,0.662011,0.415254,0.521687,0.356643,0.69086,0.0462029,0.173311,0.190158,0.096181,0.0158768,0.0105798,6.33105,8.34709,5.05777,6.57864,19.7359
2026,23,2,1610612766,"CHA","CHA",1631217,"Moussa Diabate","C",67,75,41,1739.96,2022,82,210,25.9552,0.890569,0.8506,1.74117,5.58446,0.115939,0.643885,0.629032,0.673759,0.403509,0.628319,0.5,0.650602,0.172721,0.21671,0.0963303,0.136646,0.0151169,0.0354497,6.09159,1.23128,0.0432028,3.58583,7.36607
2026,23,2,1610612745,"HOU","HOU",1630578,"Alperen Sengun","C",65,74,65,2184.14,2021,83,243,33.6,1.55609,-0.780109,0.775979,5.50855,0.264594,0.568761,0.533915,0.671053,0.417031,0.543764,0.305085,0.685879,0.102391,0.199486,0.281601,0.150685,0.0185482,0.0313439,7.77273,7.80682,2.01136,5.91477,17.5909
2026,25,2,1610612740,"NOP","NOP",1629627,"Zion Williamson","PF",59,76,52,1755.47,2019,78,284,29.7458,1.84783,-0.313541,1.53429,5.46022,0.253429,0.647271,0.604756,0.665008,0.397661,0.605943,0.25,0.711712,0.074141,0.132029,0.174748,0.109174,0.0158389,0.0175625,12.0955,3.43006,0.0802354,8.90613,15.6058
2026,32,2,1610612748,"MIA","MIA",1626181,"Norman Powell","SG",55,75,52,1654.06,2015,76,215,30.0727,2.18204,-0.328062,1.85398,5.43508,0.263734,0.621166,0.560395,0.622047,0.457944,0.547009,0.384224,0.825082,0.0124301,0.11125,0.126457,0.0986175,0.0174612,0.00742312,5.25517,4.42759,8.13103,6.26897,17.8138
2026,23,2,1610612744,"GSW","GSW",1630541,"Moses Moody","SF",60,75,49,1540.16,2021,77,211,25.6667,0.491641,1.71054,2.20218,5.42383,0.176963,0.607679,0.575404,0.673469,0.341463,0.522222,0.400531,0.769912,0.0355401,0.103978,0.0925401,0.0868902,0.0179234,0.0198366,2.27343,1.90226,8.74575,2.6214,12.9214
